"Date","Price","Open","High","Low","Vol.","Change %"
"28-08-2020","73.115","73.816","73.876","73.115","","-1.07%"
"27-08-2020","73.904","74.290","74.375","73.780","","-0.43%"
"26-08-2020","74.222","74.205","74.463","74.183","","0.00%"
"25-08-2020","74.223","74.112","74.535","74.082","","0.07%"
"24-08-2020","74.169","74.922","74.922","73.949","","-1.01%"
"21-08-2020","74.922","74.962","74.992","74.816","","-0.12%"
"20-08-2020","75.013","74.966","75.131","74.931","","0.22%"
"19-08-2020","74.847","74.642","74.931","74.612","","0.36%"
"18-08-2020","74.575","74.735","74.888","74.575","","-0.23%"
"17-08-2020","74.744","74.875","74.911","74.715","","-0.21%"
"14-08-2020","74.903","74.899","74.994","74.754","","0.12%"
"13-08-2020","74.812","74.751","74.931","74.751","","0.02%"
"12-08-2020","74.795","74.605","74.935","74.605","","0.23%"
"11-08-2020","74.620","74.840","74.875","74.531","","-0.34%"
"10-08-2020","74.875","75.028","75.028","74.860","","-0.20%"
"07-08-2020","75.025","75.078","75.111","74.897","","0.17%"
"06-08-2020","74.900","74.860","75.014","74.785","","0.14%"
"05-08-2020","74.798","74.971","75.012","74.747","","-0.35%"
"04-08-2020","75.061","75.161","75.202","74.955","","-0.16%"
"03-08-2020","75.185","74.921","75.312","74.845","","0.36%"
"31-07-2020","74.918","74.747","74.921","74.682","","0.06%"
"30-07-2020","74.876","74.811","74.954","74.786","","-0.10%"
"29-07-2020","74.948","74.885","74.949","74.690","","0.05%"
"28-07-2020","74.909","74.762","74.939","74.707","","0.15%"
"27-07-2020","74.800","74.768","74.910","74.670","","0.05%"
"24-07-2020","74.760","74.900","74.990","74.694","","-0.07%"
"23-07-2020","74.815","74.605","74.964","74.595","","0.27%"
"22-07-2020","74.610","74.535","74.875","74.510","","0.09%"
"21-07-2020","74.540","74.710","74.880","74.520","","-0.28%"
"20-07-2020","74.750","74.906","75.035","74.740","","-0.20%"
"17-07-2020","74.898","75.194","75.258","74.898","","-0.38%"
"16-07-2020","75.180","75.110","75.300","75.110","","0.07%"
"15-07-2020","75.125","75.305","75.366","75.044","","-0.37%"
"14-07-2020","75.406","75.279","75.558","75.279","","0.26%"
"13-07-2020","75.212","75.218","75.248","75.105","","0.02%"
"10-07-2020","75.195","75.165","75.333","75.144","","0.05%"
"09-07-2020","75.155","74.924","75.155","74.909","","0.28%"
"08-07-2020","74.945","74.838","75.073","74.820","","0.18%"
"07-07-2020","74.810","74.645","74.979","74.635","","0.23%"
"06-07-2020","74.635","74.639","74.830","74.485","","0.00%"
"03-07-2020","74.636","74.597","75.027","74.567","","-0.15%"
"02-07-2020","74.750","75.460","75.540","74.646","","-0.98%"
"01-07-2020","75.490","75.510","75.629","75.466","","-0.07%"
"30-06-2020","75.545","75.523","75.628","75.425","","0.05%"
"29-06-2020","75.510","75.628","75.660","75.458","","-0.15%"
"26-06-2020","75.620","75.580","75.688","75.435","","0.04%"
"25-06-2020","75.587","75.717","75.782","75.503","","-0.10%"
"24-06-2020","75.665","75.486","75.780","75.486","","0.21%"
"23-06-2020","75.503","75.802","75.916","75.455","","-0.38%"
"22-06-2020","75.790","76.268","76.303","75.723","","-0.62%"
"19-06-2020","76.260","76.349","76.373","76.093","","-0.18%"
"18-06-2020","76.400","76.263","76.400","76.046","","0.14%"
"17-06-2020","76.290","76.268","76.370","76.082","","0.05%"
"16-06-2020","76.250","75.865","76.311","75.780","","0.36%"
"15-06-2020","75.979","76.073","76.190","75.936","","-0.09%"
"12-06-2020","76.050","75.992","76.260","75.772","","0.10%"
"11-06-2020","75.971","75.672","75.971","75.579","","0.44%"
"10-06-2020","75.635","75.532","75.676","75.419","","0.17%"
"09-06-2020","75.505","75.458","75.702","75.423","","0.14%"
"08-06-2020","75.400","75.578","75.685","75.400","","-0.21%"
"05-06-2020","75.560","75.432","75.725","75.325","","0.13%"
"04-06-2020","75.459","75.373","75.660","75.355","","0.18%"
"03-06-2020","75.325","75.063","75.555","75.020","","0.30%"
"02-06-2020","75.100","75.553","75.628","74.970","","-0.54%"
"01-06-2020","75.505","75.473","75.773","75.275","","-0.13%"
"29-05-2020","75.605","75.705","75.755","75.448","","-0.07%"
"28-05-2020","75.660","75.812","75.910","75.632","","-0.34%"
"27-05-2020","75.920","75.565","75.988","75.538","","0.61%"
"26-05-2020","75.459","75.868","75.880","75.412","","-0.56%"
"25-05-2020","75.887","75.951","76.110","75.855","","-0.08%"
"22-05-2020","75.950","75.663","76.018","75.633","","0.44%"
"21-05-2020","75.620","75.540","75.833","75.386","","0.09%"
"20-05-2020","75.555","75.705","75.865","75.453","","-0.12%"
"19-05-2020","75.645","75.605","75.795","75.552","","-0.07%"
"18-05-2020","75.700","75.838","76.070","75.639","","-0.17%"
"15-05-2020","75.830","75.521","75.950","75.416","","0.44%"
"14-05-2020","75.495","75.454","75.712","75.335","","0.17%"
"13-05-2020","75.365","75.278","75.510","75.045","","0.40%"
"12-05-2020","75.062","75.971","75.993","75.049","","-1.09%"
"11-05-2020","75.888","75.561","75.948","75.476","","0.47%"
"08-05-2020","75.535","75.611","75.665","75.285","","-0.34%"
"07-05-2020","75.794","76.099","76.152","75.780","","-0.41%"
"06-05-2020","76.105","75.828","76.111","75.653","","0.52%"
"05-05-2020","75.710","75.650","75.870","75.489","","0.09%"
"04-05-2020","75.640","75.758","75.820","75.581","","-0.14%"
"01-05-2020","75.749","75.320","75.805","75.294","","0.89%"
"30-04-2020","75.080","75.405","75.430","74.910","","-0.50%"
"29-04-2020","75.455","76.063","76.110","75.455","","-0.80%"
"28-04-2020","76.065","76.127","76.450","75.815","","-0.22%"
"27-04-2020","76.229","76.270","76.347","76.019","","-0.05%"
"24-04-2020","76.270","75.825","76.488","75.825","","0.49%"
"23-04-2020","75.895","76.468","76.468","75.826","","-0.67%"
"22-04-2020","76.410","76.938","77.018","76.410","","-0.73%"
"21-04-2020","76.975","76.585","77.006","76.585","","0.52%"
"20-04-2020","76.575","76.553","76.680","76.283","","0.03%"
"17-04-2020","76.550","76.829","76.829","76.238","","-0.33%"
"16-04-2020","76.805","76.638","76.927","76.563","","0.31%"
"15-04-2020","76.564","76.038","76.654","75.936","","0.72%"
"14-04-2020","76.015","76.321","76.376","76.015","","-0.31%"
"13-04-2020","76.249","75.881","76.449","75.881","","0.49%"
"10-04-2020","75.879","75.903","75.937","75.849","","-0.55%"
"09-04-2020","76.300","76.103","76.555","76.019","","0.47%"
"08-04-2020","75.945","75.638","76.405","75.638","","0.40%"
"07-04-2020","75.645","75.988","76.008","75.543","","-0.43%"
"06-04-2020","75.975","76.253","76.268","75.902","","-0.35%"
"03-04-2020","76.240","75.954","76.304","75.764","","-0.21%"
"02-04-2020","76.400","76.387","76.431","76.346","","-0.01%"
"01-04-2020","76.404","75.315","76.422","75.315","","1.41%"
"31-03-2020","75.343","75.530","75.685","75.280","","-0.09%"
"30-03-2020","75.410","75.140","75.670","75.093","","-0.08%"
"27-03-2020","75.472","74.603","75.528","74.353","","0.78%"
"26-03-2020","74.889","75.864","75.954","74.889","","-1.95%"
"25-03-2020","76.375","76.375","76.375","76.375","","-0.01%"
"24-03-2020","76.379","76.079","76.386","75.950","","0.06%"
"23-03-2020","76.335","75.380","76.335","75.380","","1.24%"
"20-03-2020","75.399","74.804","75.399","74.704","","0.82%"
"19-03-2020","74.786","74.855","75.311","74.667","","0.32%"
"18-03-2020","74.550","73.974","74.550","73.924","","0.66%"
"17-03-2020","74.062","74.072","74.315","73.858","","0.08%"
"16-03-2020","74.003","74.006","74.359","73.999","","0.22%"
"13-03-2020","73.840","74.561","74.561","73.732","","-0.99%"
"12-03-2020","74.576","74.134","74.579","74.074","","1.21%"
"11-03-2020","73.682","73.792","74.015","73.532","","-0.63%"
"10-03-2020","74.150","74.248","74.248","74.150","","-0.06%"
"09-03-2020","74.196","73.975","74.254","73.850","","0.26%"
"06-03-2020","74.004","73.873","74.073","73.529","","0.68%"
"05-03-2020","73.506","73.518","73.565","73.044","","-0.05%"
"04-03-2020","73.540","73.060","73.640","72.910","","0.67%"
"03-03-2020","73.050","72.480","73.397","72.440","","0.23%"
"02-03-2020","72.882","72.520","72.954","72.028","","0.47%"
"28-02-2020","72.539","71.755","72.574","71.755","","1.23%"
"27-02-2020","71.655","71.645","71.704","71.545","","0.10%"
"26-02-2020","71.580","71.833","71.873","71.532","","-0.33%"
"25-02-2020","71.820","71.870","71.920","71.611","","-0.16%"
"24-02-2020","71.935","71.915","72.015","71.775","","0.08%"
"21-02-2020","71.880","71.665","72.056","71.665","","0.28%"
"20-02-2020","71.680","71.735","71.820","71.530","","0.11%"
"19-02-2020","71.600","71.573","71.600","71.452","","0.02%"
"18-02-2020","71.585","71.415","71.611","71.375","","0.34%"
"17-02-2020","71.340","71.430","71.507","71.260","","-0.26%"
"14-02-2020","71.529","71.294","71.597","71.272","","0.28%"
"13-02-2020","71.330","71.360","71.511","71.254","","0.03%"
"12-02-2020","71.306","71.211","71.391","71.211","","0.03%"
"11-02-2020","71.285","71.235","71.330","71.179","","-0.01%"
"10-02-2020","71.290","71.400","71.457","71.285","","-0.31%"
"07-02-2020","71.515","71.260","71.538","71.213","","0.41%"
"06-02-2020","71.225","71.181","71.300","71.107","","0.05%"
"05-02-2020","71.190","71.110","71.300","71.110","","0.11%"
"04-02-2020","71.115","71.215","71.298","71.090","","-0.29%"
"03-02-2020","71.324","71.523","71.653","71.268","","-0.32%"
"31-01-2020","71.555","71.575","71.578","71.294","","0.01%"
"30-01-2020","71.550","71.420","71.660","71.390","","0.34%"
"29-01-2020","71.310","71.240","71.411","71.165","","0.15%"
"28-01-2020","71.200","71.432","71.432","71.200","","-0.35%"
"27-01-2020","71.450","71.475","71.520","71.373","","0.17%"
"24-01-2020","71.330","71.340","71.371","71.220","","-0.10%"
"23-01-2020","71.400","71.190","71.465","71.169","","0.45%"
"22-01-2020","71.080","71.180","71.265","71.076","","-0.13%"
"21-01-2020","71.170","71.190","71.250","71.121","","0.18%"
"20-01-2020","71.040","71.070","71.160","71.010","","-0.05%"
"17-01-2020","71.079","70.953","71.099","70.933","","0.14%"
"16-01-2020","70.978","70.775","71.007","70.775","","0.36%"
"15-01-2020","70.720","71.000","71.023","70.682","","-0.18%"
"14-01-2020","70.850","70.720","70.975","70.720","","0.20%"
"13-01-2020","70.710","70.805","70.945","70.710","","-0.35%"
"10-01-2020","70.960","71.240","71.260","70.848","","-0.35%"
"09-01-2020","71.210","71.510","71.544","71.134","","-0.42%"
"08-01-2020","71.510","71.954","72.114","71.466","","-0.47%"
"07-01-2020","71.845","71.765","71.923","71.670","","-0.03%"
"06-01-2020","71.867","72.011","72.123","71.834","","0.14%"
"03-01-2020","71.770","71.610","71.844","71.520","","0.59%"
"02-01-2020","71.350","71.235","71.408","71.235","","0.17%"
"01-01-2020","71.227","71.365","71.377","71.225","","-0.18%"
"31-12-2019","71.355","71.275","71.385","71.225","","0.05%"
"30-12-2019","71.320","71.340","71.427","71.290","","-0.19%"
"27-12-2019","71.455","71.305","71.505","71.185","","0.22%"
"26-12-2019","71.300","71.260","71.352","71.230","","0.03%"
"25-12-2019","71.280","71.280","71.280","71.280","","0.00%"
"24-12-2019","71.280","71.210","71.317","71.153","","0.08%"
"23-12-2019","71.220","71.113","71.300","71.110","","0.23%"
"20-12-2019","71.060","71.130","71.256","71.045","","-0.17%"
"19-12-2019","71.180","70.993","71.214","70.880","","0.25%"
"18-12-2019","71.000","71.010","71.125","70.924","","-0.05%"
"17-12-2019","71.035","70.955","71.065","70.832","","0.17%"
"16-12-2019","70.915","70.755","71.050","70.755","","0.17%"
"13-12-2019","70.798","70.553","70.883","70.503","","0.32%"
"12-12-2019","70.570","70.670","70.910","70.531","","-0.20%"
"11-12-2019","70.710","70.823","70.942","70.710","","-0.14%"
"10-12-2019","70.810","70.962","71.042","70.808","","-0.23%"
"09-12-2019","70.970","71.300","71.300","70.970","","-0.44%"
"06-12-2019","71.283","71.245","71.446","71.174","","0.04%"
"05-12-2019","71.252","71.505","71.678","71.180","","-0.31%"
"04-12-2019","71.474","71.803","71.823","71.452","","-0.37%"
"03-12-2019","71.740","71.630","71.816","71.532","","0.15%"
"02-12-2019","71.634","71.795","71.825","71.603","","-0.16%"
"29-11-2019","71.749","71.613","71.872","71.603","","0.34%"
"28-11-2019","71.505","71.245","71.665","71.235","","0.34%"
"27-11-2019","71.260","71.450","71.493","71.233","","-0.31%"
"26-11-2019","71.480","71.684","71.690","71.480","","-0.29%"
"25-11-2019","71.689","71.695","71.763","71.610","","-0.14%"
"22-11-2019","71.792","71.756","71.876","71.662","","0.06%"
"21-11-2019","71.750","71.790","71.905","71.717","","0.01%"
"20-11-2019","71.746","71.833","71.916","71.643","","-0.12%"
"19-11-2019","71.830","71.920","72.015","71.605","","-0.16%"
"18-11-2019","71.945","71.665","71.945","71.565","","0.41%"
"15-11-2019","71.650","71.800","71.878","71.594","","-0.44%"
"14-11-2019","71.966","72.082","72.252","71.857","","-0.26%"
"13-11-2019","72.150","71.760","72.150","71.657","","0.50%"
"12-11-2019","71.790","71.582","71.790","71.544","","0.31%"
"11-11-2019","71.570","71.370","71.610","71.290","","0.29%"
"08-11-2019","71.360","71.280","71.364","71.165","","0.44%"
"07-11-2019","71.047","71.018","71.118","70.886","","0.05%"
"06-11-2019","71.010","70.769","71.036","70.769","","0.33%"
"05-11-2019","70.775","70.804","70.855","70.625","","-0.02%"
"04-11-2019","70.789","70.552","70.802","70.552","","0.04%"
"01-11-2019","70.760","70.972","70.989","70.760","","-0.31%"
"31-10-2019","70.980","70.762","71.065","70.724","","0.04%"
"30-10-2019","70.952","70.871","71.026","70.839","","0.09%"
"29-10-2019","70.890","70.750","70.920","70.690","","0.20%"
"28-10-2019","70.745","70.822","70.842","70.684","","-0.11%"
"25-10-2019","70.820","71.045","71.073","70.782","","-0.20%"
"24-10-2019","70.965","70.715","71.085","70.715","","0.34%"
"23-10-2019","70.725","71.005","71.033","70.725","","-0.12%"
"22-10-2019","70.810","70.911","71.006","70.810","","-0.16%"
"21-10-2019","70.925","71.075","71.075","70.778","","-0.23%"
"18-10-2019","71.090","71.200","71.320","71.040","","-0.06%"
"17-10-2019","71.130","71.362","71.475","71.096","","-0.33%"
"16-10-2019","71.364","71.562","71.732","71.348","","-0.19%"
"15-10-2019","71.500","71.248","71.605","71.220","","0.37%"
"14-10-2019","71.237","70.893","71.250","70.740","","0.44%"
"11-10-2019","70.924","70.816","71.091","70.799","","-0.09%"
"10-10-2019","70.990","70.960","71.165","70.960","","-0.18%"
"09-10-2019","71.120","71.180","71.230","70.945","","-0.14%"
"08-10-2019","71.220","70.996","71.233","70.933","","0.35%"
"07-10-2019","70.975","70.959","71.105","70.913","","0.21%"
"04-10-2019","70.825","70.810","71.040","70.765","","-0.29%"
"03-10-2019","71.030","71.210","71.370","70.865","","-0.17%"
"02-10-2019","71.150","71.117","71.368","71.100","","0.06%"
"01-10-2019","71.110","70.655","71.170","70.655","","0.66%"
"30-09-2019","70.645","70.425","70.885","70.358","","0.19%"
"27-09-2019","70.509","70.951","70.980","70.364","","-0.64%"
"26-09-2019","70.964","71.035","71.036","70.837","","-0.03%"
"25-09-2019","70.988","70.976","71.154","70.947","","0.02%"
"24-09-2019","70.971","70.796","71.066","70.736","","0.24%"
"23-09-2019","70.799","71.023","71.053","70.779","","-0.39%"
"20-09-2019","71.075","71.205","71.205","70.685","","-0.42%"
"19-09-2019","71.375","71.345","71.385","71.050","","0.32%"
"18-09-2019","71.145","71.515","71.530","71.145","","-0.48%"
"17-09-2019","71.490","71.827","71.989","71.366","","-0.13%"
"16-09-2019","71.580","71.690","71.690","71.410","","0.84%"
"13-09-2019","70.985","70.972","71.160","70.847","","0.03%"
"12-09-2019","70.967","71.588","71.588","70.917","","-0.85%"
"11-09-2019","71.577","71.877","71.898","71.514","","-0.41%"
"10-09-2019","71.875","71.755","72.002","71.739","","0.14%"
"09-09-2019","71.778","71.728","71.788","71.504","","0.19%"
"06-09-2019","71.645","71.887","71.928","71.605","","-0.39%"
"05-09-2019","71.928","71.986","72.011","71.797","","-0.08%"
"04-09-2019","71.989","72.200","72.315","71.944","","-0.25%"
"03-09-2019","72.170","71.960","72.413","71.960","","0.28%"
"02-09-2019","71.969","71.467","72.003","71.467","","0.72%"
"30-08-2019","71.453","71.772","71.817","71.357","","-0.33%"
"29-08-2019","71.690","71.913","72.100","71.624","","-0.19%"
"28-08-2019","71.829","71.564","71.904","71.492","","0.40%"
"27-08-2019","71.543","72.030","72.030","71.383","","-0.67%"
"26-08-2019","72.025","71.920","72.260","71.863","","0.72%"
"23-08-2019","71.513","71.960","72.061","71.513","","-0.58%"
"22-08-2019","71.930","71.600","72.004","71.600","","0.69%"
"21-08-2019","71.440","71.562","71.623","71.353","","-0.15%"
"20-08-2019","71.549","71.523","71.827","71.523","","0.14%"
"19-08-2019","71.451","71.213","71.500","71.063","","0.42%"
"16-08-2019","71.155","71.365","71.492","71.045","","-0.91%"
"15-08-2019","71.810","71.507","71.829","71.309","","0.75%"
"14-08-2019","71.275","70.995","71.365","70.845","","-0.20%"
"13-08-2019","71.418","71.132","71.493","71.032","","0.19%"
"12-08-2019","71.283","71.014","71.367","70.993","","0.51%"
"09-08-2019","70.924","70.443","70.924","70.443","","0.72%"
"08-08-2019","70.420","71.170","71.170","70.420","","-1.02%"
"07-08-2019","71.145","70.965","71.195","70.604","","0.15%"
"06-08-2019","71.040","70.810","71.040","70.470","","0.31%"
"05-08-2019","70.821","70.117","70.839","70.117","","1.61%"
"02-08-2019","69.700","69.230","69.700","69.210","","0.99%"
"01-08-2019","69.017","69.267","69.267","69.002","","0.21%"
"31-07-2019","68.875","68.853","68.960","68.761","","0.02%"
"30-07-2019","68.862","68.766","68.903","68.663","","0.16%"
"29-07-2019","68.755","68.900","68.965","68.705","","-0.18%"
"26-07-2019","68.880","69.151","69.151","68.816","","-0.23%"
"25-07-2019","69.041","68.992","69.078","68.885","","0.09%"
"24-07-2019","68.980","69.020","69.109","68.921","","-0.08%"
"23-07-2019","69.033","68.944","69.059","68.903","","0.15%"
"22-07-2019","68.930","68.955","69.070","68.880","","0.10%"
"19-07-2019","68.860","68.810","68.955","68.722","","0.01%"
"18-07-2019","68.855","68.773","69.005","68.718","","0.01%"
"17-07-2019","68.846","68.688","68.904","68.640","","0.29%"
"16-07-2019","68.650","68.540","68.770","68.521","","0.15%"
"15-07-2019","68.545","68.535","68.615","68.477","","-0.02%"
"12-07-2019","68.560","68.460","68.695","68.433","","0.22%"
"11-07-2019","68.410","68.414","68.495","68.280","","-0.01%"
"10-07-2019","68.419","68.620","68.695","68.318","","-0.21%"
"09-07-2019","68.565","68.665","68.858","68.513","","0.00%"
"08-07-2019","68.566","68.582","68.767","68.497","","0.17%"
"05-07-2019","68.450","68.539","68.785","68.385","","-0.11%"
"04-07-2019","68.527","68.817","68.914","68.489","","-0.40%"
"03-07-2019","68.800","68.885","68.963","68.795","","-0.13%"
"02-07-2019","68.890","68.924","69.075","68.870","","0.01%"
"01-07-2019","68.885","68.944","69.090","68.830","","-0.09%"
"28-06-2019","68.950","69.048","69.125","68.866","","-0.20%"
"27-06-2019","69.088","69.210","69.353","69.030","","-0.23%"
"26-06-2019","69.245","69.320","69.518","69.110","","-0.13%"
"25-06-2019","69.334","69.266","69.439","69.238","","0.09%"
"24-06-2019","69.273","69.629","69.630","69.264","","-0.49%"
"21-06-2019","69.615","69.755","69.760","69.504","","0.14%"
"20-06-2019","69.520","69.490","69.675","69.334","","-0.19%"
"19-06-2019","69.650","69.550","69.808","69.500","","0.06%"
"18-06-2019","69.610","69.868","69.891","69.609","","-0.34%"
"17-06-2019","69.850","69.810","69.982","69.740","","0.02%"
"14-06-2019","69.833","69.566","69.865","69.530","","0.44%"
"13-06-2019","69.530","69.379","69.580","69.314","","0.22%"
"12-06-2019","69.375","69.414","69.455","69.257","","-0.01%"
"11-06-2019","69.385","69.534","69.534","69.342","","-0.22%"
"10-06-2019","69.535","69.375","69.685","69.375","","0.26%"
"07-06-2019","69.355","69.146","69.551","69.114","","0.27%"
"06-06-2019","69.165","69.405","69.460","69.165","","-0.32%"
"05-06-2019","69.385","69.334","69.423","69.178","","0.14%"
"04-06-2019","69.291","69.068","69.343","69.033","","0.17%"
"03-06-2019","69.171","69.618","69.622","69.128","","-0.59%"
"31-05-2019","69.580","69.839","69.927","69.580","","-0.35%"
"30-05-2019","69.825","69.835","69.935","69.703","","-0.03%"
"29-05-2019","69.845","69.587","70.003","69.579","","0.34%"
"28-05-2019","69.610","69.516","69.755","69.516","","0.15%"
"27-05-2019","69.504","69.412","69.633","69.362","","0.18%"
"24-05-2019","69.380","69.699","69.811","69.377","","-0.41%"
"23-05-2019","69.665","69.666","70.065","69.375","","0.02%"
"22-05-2019","69.650","69.668","69.811","69.614","","0.01%"
"21-05-2019","69.645","69.817","69.825","69.620","","0.05%"
"20-05-2019","69.609","69.405","69.778","69.373","","-0.95%"
"17-05-2019","70.280","70.220","70.288","70.067","","0.21%"
"16-05-2019","70.130","70.219","70.342","69.966","","-0.17%"
"15-05-2019","70.249","70.322","70.442","70.174","","-0.12%"
"14-05-2019","70.332","70.596","70.616","70.252","","-0.34%"
"13-05-2019","70.570","70.015","70.651","69.984","","0.79%"
"10-05-2019","70.015","70.091","70.114","69.756","","-0.26%"
"09-05-2019","70.200","69.719","70.276","69.719","","0.69%"
"08-05-2019","69.720","69.596","69.751","69.448","","0.11%"
"07-05-2019","69.645","69.421","69.646","69.285","","0.38%"
"06-05-2019","69.380","69.310","69.485","69.310","","0.41%"
"03-05-2019","69.095","69.436","69.441","69.095","","-0.45%"
"02-05-2019","69.410","69.620","69.634","69.320","","-0.19%"
"01-05-2019","69.545","69.601","69.603","69.466","","-0.15%"
"30-04-2019","69.647","69.831","69.913","69.536","","-0.24%"
"29-04-2019","69.817","69.879","69.895","69.797","","-0.05%"
"26-04-2019","69.850","70.173","70.247","69.810","","-0.46%"
"25-04-2019","70.170","70.010","70.335","69.920","","0.30%"
"24-04-2019","69.960","69.779","70.000","69.762","","0.27%"
"23-04-2019","69.770","69.630","69.840","69.540","","0.10%"
"22-04-2019","69.700","69.366","69.906","69.366","","0.42%"
"19-04-2019","69.407","69.416","69.429","69.355","","0.02%"
"18-04-2019","69.395","69.417","69.619","69.330","","-0.05%"
"17-04-2019","69.431","69.547","69.570","69.362","","-0.14%"
"16-04-2019","69.530","69.422","69.690","69.422","","0.19%"
"15-04-2019","69.395","69.174","69.483","69.045","","0.30%"
"12-04-2019","69.190","69.030","69.390","69.030","","0.25%"
"11-04-2019","69.020","69.164","69.222","68.837","","-0.19%"
"10-04-2019","69.150","69.258","69.366","69.090","","-0.19%"
"09-04-2019","69.280","69.538","69.740","69.248","","-0.40%"
"08-04-2019","69.555","69.335","69.720","69.335","","0.56%"
"05-04-2019","69.170","68.992","69.338","68.986","","0.28%"
"04-04-2019","68.980","68.540","69.220","68.520","","0.77%"
"03-04-2019","68.450","68.730","68.835","68.390","","-0.68%"
"02-04-2019","68.920","69.280","69.390","68.720","","-0.41%"
"01-04-2019","69.205","69.356","69.424","69.185","","0.03%"
"29-03-2019","69.185","69.178","69.320","69.042","","-0.01%"
"28-03-2019","69.190","69.124","69.380","68.950","","0.13%"
"27-03-2019","69.100","69.039","69.187","68.780","","0.15%"
"26-03-2019","68.996","68.931","69.017","68.779","","0.15%"
"25-03-2019","68.890","69.159","69.176","68.795","","-0.40%"
"22-03-2019","69.170","68.650","69.170","68.540","","0.52%"
"21-03-2019","68.810","68.565","68.810","68.510","","0.03%"
"20-03-2019","68.790","69.027","69.176","68.731","","-0.33%"
"19-03-2019","69.015","68.619","69.067","68.350","","0.57%"
"18-03-2019","68.625","68.959","68.959","68.431","","-0.49%"
"15-03-2019","68.963","69.357","69.372","68.935","","-0.58%"
"14-03-2019","69.365","69.525","69.755","69.255","","-0.24%"
"13-03-2019","69.529","69.607","69.794","69.419","","-0.14%"
"12-03-2019","69.625","69.821","69.821","69.491","","-0.32%"
"11-03-2019","69.850","70.028","70.041","69.808","","-0.23%"
"08-03-2019","70.012","70.111","70.245","69.827","","-0.15%"
"07-03-2019","70.116","70.151","70.152","69.950","","0.05%"
"06-03-2019","70.080","70.479","70.692","70.022","","-0.58%"
"05-03-2019","70.490","70.963","70.975","70.448","","-0.59%"
"04-03-2019","70.910","70.815","70.923","70.800","","-0.13%"
"01-03-2019","71.000","70.811","71.000","70.715","","0.23%"
"28-02-2019","70.840","71.231","71.271","70.713","","-0.51%"
"27-02-2019","71.200","71.010","71.491","70.929","","0.34%"
"26-02-2019","70.960","70.829","71.346","70.809","","0.18%"
"25-02-2019","70.834","71.034","71.102","70.827","","-0.28%"
"22-02-2019","71.035","71.195","71.265","71.035","","-0.18%"
"21-02-2019","71.165","71.061","71.280","70.925","","0.22%"
"20-02-2019","71.010","71.320","71.344","70.933","","-0.41%"
"19-02-2019","71.300","71.351","71.602","71.251","","-0.12%"
"18-02-2019","71.387","71.335","71.537","71.326","","0.08%"
"15-02-2019","71.330","71.028","71.464","71.028","","0.44%"
"14-02-2019","71.020","70.869","71.233","70.800","","0.20%"
"13-02-2019","70.875","70.541","70.880","70.397","","0.48%"
"12-02-2019","70.535","71.254","71.254","70.515","","-0.85%"
"11-02-2019","71.140","71.240","71.301","71.038","","-0.05%"
"08-02-2019","71.175","71.395","71.434","71.015","","-0.18%"
"07-02-2019","71.300","71.639","71.769","71.271","","-0.35%"
"06-02-2019","71.550","71.520","71.683","71.492","","0.03%"
"05-02-2019","71.530","71.714","71.812","71.528","","-0.25%"
"04-02-2019","71.710","71.469","71.845","71.462","","0.38%"
"01-02-2019","71.435","71.115","71.485","70.952","","0.67%"
"31-01-2019","70.960","70.959","71.215","70.865","","-0.39%"
"30-01-2019","71.235","71.423","71.423","71.123","","-0.22%"
"29-01-2019","71.390","71.085","71.461","71.026","","0.45%"
"28-01-2019","71.070","70.920","71.196","70.915","","0.24%"
"25-01-2019","70.900","71.040","71.250","70.890","","-0.14%"
"24-01-2019","71.000","71.147","71.315","70.955","","-0.27%"
"23-01-2019","71.190","71.240","71.370","71.115","","-0.10%"
"22-01-2019","71.260","71.197","71.466","71.165","","0.10%"
"21-01-2019","71.188","71.205","71.538","71.140","","-0.03%"
"18-01-2019","71.210","71.040","71.274","70.987","","0.23%"
"17-01-2019","71.050","71.146","71.416","70.972","","0.10%"
"16-01-2019","70.980","71.110","71.265","70.934","","-0.17%"
"15-01-2019","71.100","70.750","71.156","70.723","","0.48%"
"14-01-2019","70.760","70.400","70.950","70.360","","0.51%"
"11-01-2019","70.399","70.430","70.601","70.357","","-0.03%"
"10-01-2019","70.420","70.530","70.655","70.318","","-0.20%"
"09-01-2019","70.560","70.110","70.648","70.050","","0.60%"
"08-01-2019","70.140","69.806","70.240","69.765","","0.48%"
"07-01-2019","69.803","69.532","69.953","69.255","","0.36%"
"04-01-2019","69.550","70.115","70.145","69.550","","-0.80%"
"03-01-2019","70.110","70.300","70.531","70.034","","0.16%"
"02-01-2019","70.000","69.469","70.255","69.469","","0.79%"
"01-01-2019","69.453","69.635","69.745","69.435","","-0.17%"
"31-12-2018","69.570","69.783","69.946","69.570","","-0.52%"
"28-12-2018","69.933","70.151","70.151","69.885","","-0.61%"
"27-12-2018","70.361","70.088","70.404","70.088","","0.42%"
"26-12-2018","70.070","70.065","70.170","69.755","","0.03%"
"25-12-2018","70.050","70.050","70.050","70.050","","-0.08%"
"24-12-2018","70.105","70.151","70.296","69.873","","-0.05%"
"21-12-2018","70.140","70.003","70.320","69.750","","0.23%"
"20-12-2018","69.980","70.697","70.716","69.655","","-0.43%"
"19-12-2018","70.279","70.357","70.482","69.862","","-0.48%"
"18-12-2018","70.620","71.340","71.361","70.421","","-1.38%"
